;rating;comment
2811;10;Products that are very well targeted for use in agriculture. Basf's service is very good, being close to the Producer and the Distributor. Important is the need to continue having new products to compose the portfolio and thereby serve our customers more and more.
2812;10;Because they are products of good quality, with low environmental impact and biologically effective.
2813;8;Product quality and service
2814;8;the products are very good and above all they have the backing.
2815;10;The experience I have had with Basf is just an observation, it is necessary to work together, that there is better communication and agreements between the different departments
2816;8;We lack a Representative in Tamaulipas and NL
2817;8;Excellent products.
2818;9;for the quality of its products as well as for the personalized attention of its sales representatives
2819;9;Product portfolio
2820;10;BECAUSE IT IS A RESPONSIBLE AND WORLDWIDE COMPANY, TO BE ONE OF THOSE THAT HAS ORIGINAL ACTIVE INGREDIENTS, IN ADDITION TO CARING ABOUT ITS HUMAN CAPITAL.
2821;10;Excellent service
2822;9;FOLLOW-UP TO CREDIT NOTES
2823;10;Great supplier
2824;8;THEY HAVE GOOD SERVICE
2825;10;product quality
2826;10;Great product and service
2827;9;Highly reliable and repeatable products as well as excellent management of the TPU team, especially to friend and partner Erick
2828;9;Basf has consolidated products in the market and the brand creates confidence.
2829;10;product quality, delivery time and customer service
2830;10;Good and timely service, quality products
2831;9;Basf is a company with which good business is done with professionalism and respect, always prioritizing bringing first-world solutions to the farmer so that he can achieve the best yields and qualities of his crops.
2832;9;Research investment company , great products , with proven quality and efficiency
2833;10;Portfolio, relationship, trust
2834;9;Excellent company.
2835;8;It is an excellent company with a very broad portfolio, with a lot of innovation and cutting-edge technology.
2836;9;The maximum score is due to the credibility that Basf has always demonstrated in its partnership with Certrim.
2837;9;for excellent quality, in all requirements.
2838;9;P&D company
2839;9;reliable products
2840;10;Basf is a great partner, but in recent times, it is facing many difficulties in billing and thus hinders the business environment.
2841;9;FOR THE GREAT PORTFOLIO
2842;9;High quality products
2843;10;COMPANY WITH QUALITY PRODUCTS AND IS ON THE MARKET YEARS
2844;10;Lack of materials and some prices with very low utility.
2845;9;Great quality products.
2846;10;Trust in the company's products
2847;10;Serious company, with good products.
2848;10;Due to the great service we have from the representative that makes our region, Luciana Brunetto, always participative in commercial business and technical assistance.
2849;9;FOR GOOD SERVICE, COMMITMENT AND QUALITY
2850;10;in my opinion, there are still some issues that could be improved.
2851;8;The company demonstrates good service and flexibility.
2852;10;"Quality, punctuality on scheduled dates.

 Great attendance by the BASF chemical technician in the process and improving the quality of the press."
2853;9;recommend because the products are of great quality
2854;9;"Basf in the grades of: Polyamide / Ultramid; Poliacetal / Ultraform and Poliester / Ultradur, is complete and fully serves various market segments, with large approvals.
 it is safe and satisfactory to work with BASF products to serve our customers in the market in which we operate."
2855;9;reliability in the Basf service standard
2856;9;quality products, helpful in service
2857;10;we always have something to improve.
2858;8;"VERY PRESTATIVE, ANY PROBLEMS OR DOUBTS, ALWAYS DOES EVERYTHING TO SOLVE HOW MUCH BEFORE.
 GREAT REPRESENTATIVE."
2859;8;I consider BASF a serious company with excellent quality products. I don't give a score of 10 because of the commercial part of BASF, which leaves a lot to be desired. to be able to talk to a sales person responsible for a product is impossible. I need to speak with those responsible in Brazil for the Pluronic line and for the DFM anti-foaming line. Impossible.
2860;10;Basf has quality products.
2861;8;I would recommend for the quality of its products, seriousness and responsibility of the company towards its customers.
2862;8;QUALITY
2863;9;For the quality of products and service
2864;8;EXCELLENT PRODUCT QUALITY AND INNOVATION
2865;9;"The company has a name with the market and the competition, professionals like the brand and the quality of the products.
 I didn't give a grade of 10, because this year of 2020 and 2021 we had a lot of problems with products, full matte and spackle, being negative for the brand.
 The lack of products has also hurt a lot, we have not received cement burnt wall since October 2020."
